Time,Fees,Profit,Shares
1731622430.3051252,,,
1731622431.3606489,,,
1731622432.477973,,,
1731622433.588205,,,
1731622434.611845,,,
1731622435.674659,,,
1731622436.7499251,,,
1731622437.7674508,,,
1731622438.7881548,,,
1731622439.853164,,,
1731622440.91556,,,
1731622441.8338182,,,
1731622442.739938,,,
1731622443.8120818,,,
1731622444.715185,,,
1731622445.7874591,,,
1731622446.814371,,,
1731622447.856374,,,
1731622448.915137,,,
1731622449.980007,,,
1731622451.049492,,,
1731622452.076661,,,
1731622453.122167,,,
1731622454.15931,,,
1731622455.177014,,,
1731622456.2028842,,,
1731622457.078327,,,
1731622458.1887932,,,
1731622459.3748338,,,
1731622460.414857,,,
1731622461.464726,,,
1731622462.238285,,,
1731622463.284127,,,
1731622464.338013,,,
1731622465.3101811,,,
1731622466.3777978,,,
1731622467.451169,,,
1731622468.3911612,,,
1731622469.450158,,,
1731622470.369832,,,
1731622471.3913631,,,
1731622472.410327,,,
1731622473.481628,,,
1731622474.54071,,,
1731622475.581234,,,
1731622476.601527,,,
1731622477.644386,,,
1731622478.5189388,,,
1731622479.5954812,,,
1731622480.627197,,,
1731622481.639897,,,
1731622482.678724,,,
1731622483.6946151,,,
1731622484.710735,,,
1731622485.773844,,,
1731622486.877961,,,
1731622487.9561028,,,
1731622488.981365,,,
1731622490.0511801,,,
1731622491.083623,,,
1731622492.1497211,,,
1731622493.194001,,,
1731622494.251206,,,
1731622495.2812319,,,
1731622496.3053062,,,
1731622497.3556612,,,
1731622498.388455,,,
1731622499.4247098,,,
1731622500.4547431,,,
1731622501.4925,,,
1731622502.5972831,,,
1731622503.646474,,,
1731622504.694258,,,
1731622505.75858,,,
1731622506.797015,,,
1731622507.8563142,,,
1731622508.884809,,,
1731622509.926485,,,
1731622510.972189,,,
1731622512.021777,,,
1731622513.060343,,,
1731622514.148705,,,
1731622515.199122,,,
1731622516.244791,,,
1731622517.2808,,,
1731622518.374581,,,
1731622519.4689019,,,
1731622520.4971142,,,
1731622521.518083,,,
1731622522.452511,,,
1731622523.464074,,,
1731622524.482456,,,
1731622525.5475981,,,
1731622526.562714,,,
1731622527.6186712,,,
1731622528.6774342,,,
1731622529.746403,,,
1731622530.792168,,,
1731622531.8492339,,,
1731622532.9004219,,,
1731622533.946603,,,
1731622535.0172958,,,
1731622536.0650399,,,
1731622536.978473,,,
1731622538.011768,,,
1731622539.021964,,,
1731622540.060138,,,
1731622541.087546,,,
1731622542.119332,,,
1731622543.160841,,,
1731622544.045641,,,
1731622545.098706,,,
1731622546.135755,,,
1731622547.2175639,,,
1731622548.2470999,,,
1731622549.331155,,,
1731622550.3945768,,,
1731622551.4747279,,,
1731622552.504009,,,
1731622553.525554,,,
1731622554.615464,,,
1731622555.6768231,,,
1731622556.7605278,,,
1731622557.802356,,,
1731622558.865628,,,
1731622559.913903,,,
1731622560.940046,,,
1731622562.009366,,,
1731622563.03742,,,
1731622564.088629,,,
1731622565.154328,,,
1731622566.18366,,,
1731622567.2022989,,,
1731622568.2477288,,,
1731622569.263486,,,
1731622570.302334,,,
1731622571.31461,,,
1731622572.3570318,,,
1731622573.4081779,,,
1731622574.431156,,,
1731622575.473015,,,
1731622576.5404491,,,
1731622577.607167,,,
1731622578.766573,,,
1731622579.701238,,,
1731622580.786079,,,
1731622581.905059,,,
1731622582.953755,,,
1731622583.985888,,,
1731622584.858856,,,
1731622585.8961658,,,
1731622586.792812,,,
1731622587.684413,,,
1731622588.7415528,,,
1731622589.625942,,,
1731622590.488275,,,
1731622591.509723,,,
1731622592.540691,,,
1731622593.571348,,,
1731622594.626695,,,
1731622595.643017,,,
1731622596.696126,,,
1731622597.73763,,,
1731622598.841436,,,
1731622599.854968,,,
1731622600.88232,,,
1731622601.9110012,,,
1731622602.920278,,,
1731622603.97695,,,
1731622605.035669,,,
1731622606.0614321,,,
1731622607.105089,,,
1731622608.128851,,,
1731622609.189365,,,
1731622610.227992,,,
1731622611.266367,,,
1731622612.179426,,,
1731622613.2584908,,,
1731622614.296313,,,
1731622615.3833442,,,
1731622616.398102,,,
1731622617.461832,,,
1731622618.521112,,,
1731622619.5954812,,,
1731622620.455691,,,
1731622621.3621938,,,
1731622622.405227,,,
1731622623.465575,,,
1731622624.540119,,,
1731622625.618599,,,
1731622626.631825,,,
1731622627.639167,,,
1731622628.711731,,,
1731622629.749457,,,
1731622630.803246,,,
1731622631.840471,,,
1731622632.885351,,,
1731622633.9286442,,,
1731622635.008746,,,
1731622636.0815191,,,
1731622637.199019,,,
1731622638.223812,,,
1731622639.272463,,,
1731622640.3034701,,,
1731622641.360359,,,
1731622642.2433379,,,
1731622643.296868,,,
1731622644.2269728,,,
1731622645.253058,,,
1731622646.276934,,,
1731622647.314032,,,
1731622648.3453288,,,
1731622649.431494,,,
1731622650.4448159,,,
1731622651.386654,,,
1731622652.430471,,,
1731622653.466078,,,
1731622654.521151,,,
1731622655.551744,,,
1731622656.6045618,,,
1731622657.65831,,,
1731622658.562023,,,
1731622659.6077619,,,
1731622660.657004,,,
1731622661.717524,,,
1731622662.744448,,,
1731622663.76242,,,
1731622664.8100538,,,
1731622665.6948721,,,
1731622666.722531,,,
1731622667.770814,,,
1731622668.84125,,,
1731622669.886797,,,
1731622670.957917,,,
1731622672.020302,,,
1731622672.931485,,,
1731622673.99907,,,
1731622675.086284,,,
1731622676.144462,,,
1731622677.2237709,,,
1731622678.265661,,,
1731622679.317784,,,
1731622680.201046,,,
1731622681.251293,,,
1731622682.30672,,,
1731622683.181535,,,
1731622684.224828,,,
1731622685.259351,,,
1731622686.312543,,,
1731622687.339909,,,
1731622688.3595772,,,
1731622689.448937,,,
1731622690.492548,,,
1731622691.5273569,,,
1731622692.546766,,,
1731622693.594591,,,
1731622694.668633,,,
1731622695.742442,,,
1731622696.6295612,,,
1731622697.70238,,,
1731622698.764329,,,
1731622699.796093,,,
1731622700.848609,,,
1731622701.73606,,,
1731622702.758058,,,
1731622703.806199,,,
1731622704.9134562,,,
1731622705.9420302,,,
