time,KXBTCD-24DEC0617-T83749.99,KXBTCD-24DEC0617-T84249.99,KXBTCD-24DEC0617-T84749.99,KXBTCD-24DEC0617-T85249.99,KXBTCD-24DEC0617-T85749.99,KXBTCD-24DEC0617-T86249.99,KXBTCD-24DEC0617-T86749.99,KXBTCD-24DEC0617-T87249.99,KXBTCD-24DEC0617-T87749.99,KXBTCD-24DEC0617-T88249.99,KXBTCD-24DEC0617-T88749.99,KXBTCD-24DEC0617-T89249.99,KXBTCD-24DEC0617-T89749.99,KXBTCD-24DEC0617-T90249.99,KXBTCD-24DEC0617-T90749.99,KXBTCD-24DEC0617-T91249.99,KXBTCD-24DEC0617-T91749.99,KXBTCD-24DEC0617-T92249.99,KXBTCD-24DEC0617-T92749.99,KXBTCD-24DEC0617-T93249.99,KXBTCD-24DEC0617-T93749.99,KXBTCD-24DEC0617-T94249.99,KXBTCD-24DEC0617-T94749.99,KXBTCD-24DEC0617-T95249.99,KXBTCD-24DEC0617-T95749.99,KXBTCD-24DEC0617-T96249.99,KXBTCD-24DEC0617-T96749.99,KXBTCD-24DEC0617-T97249.99,KXBTCD-24DEC0617-T97749.99,KXBTCD-24DEC0617-T98249.99,KXBTCD-24DEC0617-T98749.99,KXBTCD-24DEC0617-T99249.99,KXBTCD-24DEC0617-T99749.99,KXBTCD-24DEC0617-T100249.99,KXBTCD-24DEC0617-T100749.99,KXBTCD-24DEC0617-T101249.99,KXBTCD-24DEC0617-T101749.99,KXBTCD-24DEC0617-T102249.99,KXBTCD-24DEC0617-T102749.99,KXBTCD-24DEC0617-T103249.99,KXBTCD-24DEC0617-T103749.99,KXBTCD-24DEC0617-T104249.99,KXBTCD-24DEC0617-T104749.99,KXBTCD-24DEC0617-T105249.99,KXBTCD-24DEC0617-T105749.99,KXBTCD-24DEC0617-T106249.99,KXBTCD-24DEC0617-T106749.99,KXBTCD-24DEC0617-T107249.99,KXBTCD-24DEC0617-T107749.99,KXBTCD-24DEC0617-T108249.99,KXBTC-24DEC0617-T93000,KXBTC-24DEC0617-B93250,KXBTC-24DEC0617-B93750,KXBTC-24DEC0617-B94250,KXBTC-24DEC0617-B94750,KXBTC-24DEC0617-B95250,KXBTC-24DEC0617-B95750,KXBTC-24DEC0617-B96250,KXBTC-24DEC0617-B96750,KXBTC-24DEC0617-B97250,KXBTC-24DEC0617-B97750,KXBTC-24DEC0617-B98250,KXBTC-24DEC0617-B98750,KXBTC-24DEC0617-B99250,KXBTC-24DEC0617-B99750,KXBTC-24DEC0617-B100250,KXBTC-24DEC0617-B100750,KXBTC-24DEC0617-B101250,KXBTC-24DEC0617-B101750,KXBTC-24DEC0617-B102250,KXBTC-24DEC0617-B102750,KXBTC-24DEC0617-B103250,KXBTC-24DEC0617-B103750,KXBTC-24DEC0617-B104250,KXBTC-24DEC0617-B104750,KXBTC-24DEC0617-B105250,KXBTC-24DEC0617-B105750,KXBTC-24DEC0617-B106250,KXBTC-24DEC0617-B106750,KXBTC-24DEC0617-B107250,KXBTC-24DEC0617-B107750,KXBTC-24DEC0617-B108250,KXBTC-24DEC0617-B108750,KXBTC-24DEC0617-B109250,KXBTC-24DEC0617-B109750,KXBTC-24DEC0617-B110250,KXBTC-24DEC0617-B110750,KXBTC-24DEC0617-B111250,KXBTC-24DEC0617-B111750,KXBTC-24DEC0617-T111999.99,BTC
2024-12-06 02:39:00.361582,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,96,81,91,89,89,80,90,89,87,85,80,74,67,57,47,37,26,14,15,10,7,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98210.97
2024-12-06 02:40:00.189852,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,96,81,91,89,89,80,90,89,86,85,79,73,67,56,46,37,25,13,15,10,7,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98144.01
2024-12-06 02:41:00.540635,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,96,81,91,89,89,80,89,89,86,85,79,72,67,55,43,37,25,12,15,10,7,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98077.08
2024-12-06 02:42:00.943076,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,96,81,91,89,89,80,89,89,86,85,78,72,67,55,43,37,25,12,15,10,7,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98042.63
2024-12-06 02:43:00.481323,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,96,81,91,89,89,80,89,89,86,85,78,72,67,56,44,37,25,12,15,10,7,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98082.05
2024-12-06 02:44:00.050092,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,96,81,91,89,89,80,89,89,86,85,78,72,67,56,44,37,25,12,15,10,7,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98069.54
2024-12-06 02:45:00.595267,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,96,81,91,89,89,80,89,89,86,85,78,72,67,56,43,37,25,12,15,10,7,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98038.66
2024-12-06 02:46:00.134366,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,96,81,91,89,89,80,89,89,86,85,78,72,67,56,44,37,25,12,15,10,7,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98062.45
2024-12-06 02:47:00.603926,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,96,81,91,89,89,80,89,89,86,85,78,72,67,56,44,37,25,12,15,10,7,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98064.58
2024-12-06 02:48:00.135173,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,96,81,91,89,89,80,89,89,86,85,78,72,67,56,43,37,25,12,15,10,7,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98022.49
2024-12-06 02:49:00.524057,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,96,81,91,89,89,80,89,89,86,85,78,72,67,56,43,37,25,12,15,10,7,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98032.66
2024-12-06 02:50:00.252331,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,96,81,91,89,89,80,89,89,86,85,78,72,67,56,43,37,25,12,15,10,7,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98044.68
2024-12-06 02:51:00.967471,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,96,81,91,89,89,80,89,89,86,85,78,72,67,56,44,37,25,12,15,10,7,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98107.37
2024-12-06 02:52:00.845005,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,96,81,91,89,89,80,89,89,86,85,79,73,67,56,45,37,25,13,15,10,7,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98117.35
2024-12-06 02:53:00.140693,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,96,81,91,89,89,80,89,89,86,85,79,74,67,58,47,37,26,13,15,10,7,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98193.77
2024-12-06 02:54:00.474676,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,96,81,91,89,89,80,89,89,86,85,79,74,67,57,46,37,25,13,15,10,7,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98163.44
2024-12-06 02:55:00.081088,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,96,81,91,89,89,80,89,89,86,85,79,74,67,57,46,37,25,13,15,10,7,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98172.09
2024-12-06 02:56:00.482693,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,96,81,91,89,89,80,89,89,86,85,79,74,67,57,46,37,25,13,15,10,7,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98178.41
2024-12-06 02:57:00.975880,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,96,81,91,89,89,80,89,89,86,85,79,74,67,57,46,37,25,13,15,10,7,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98203.03
2024-12-06 02:58:00.927977,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,96,81,91,89,89,80,72,89,86,85,81,75,68,57,46,37,25,13,15,10,7,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98214.9
2024-12-06 02:59:00.727130,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,95,81,91,89,89,80,90,89,86,85,80,74,67,57,46,37,25,13,15,10,5,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98154.36
2024-12-06 03:00:00.138077,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,95,81,91,89,89,80,72,89,86,85,80,74,67,57,46,37,25,13,15,10,5,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98215.58
2024-12-06 03:01:00.719496,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,95,81,91,89,89,80,72,89,66,85,65,52,67,56,42,37,25,9,15,10,5,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98296.19
2024-12-06 03:02:00.153536,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,95,81,91,89,89,80,72,89,66,85,65,52,67,56,42,37,25,9,15,10,5,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98254.99
2024-12-06 03:03:00.471874,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,95,81,91,89,89,80,72,89,66,85,65,50,67,56,42,37,25,9,15,10,5,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98270.01
2024-12-06 03:04:00.714914,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,95,81,91,89,89,80,72,89,66,85,65,50,67,56,42,37,25,9,15,10,5,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98313.01
2024-12-06 03:05:00.243797,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,95,81,91,89,89,80,72,89,66,85,65,50,67,56,42,37,25,9,15,10,5,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98298.39
2024-12-06 03:06:00.570297,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,95,81,91,89,89,80,72,89,66,85,65,50,67,56,42,37,25,9,15,10,5,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98286.19
2024-12-06 03:07:00.082161,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,95,81,91,89,89,80,72,89,66,85,65,50,67,56,42,37,25,9,15,10,5,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98323.17
2024-12-06 03:08:00.444598,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,95,81,91,89,89,80,72,89,66,85,65,50,67,56,42,37,25,9,15,10,5,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98288.24
2024-12-06 03:09:00.365413,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,95,81,91,89,89,80,72,89,66,85,65,50,67,56,42,37,25,9,15,10,5,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98294.52
2024-12-06 03:10:00.815222,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,95,81,91,89,89,80,72,89,66,85,65,50,67,56,42,37,25,9,15,10,5,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98308.84
2024-12-06 03:11:00.183050,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,95,81,91,89,89,80,72,89,66,85,65,50,67,56,42,37,25,9,15,10,5,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98278.06
2024-12-06 03:12:00.681622,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,95,81,91,89,89,80,72,89,66,85,65,50,67,56,42,37,25,9,15,10,5,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98205.32
2024-12-06 03:13:00.226473,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,95,81,91,89,89,80,72,89,66,85,65,50,67,56,42,37,25,9,15,10,5,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98145.53
2024-12-06 03:14:00.696797,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,95,81,91,89,89,80,72,89,66,85,65,50,67,56,42,37,25,9,15,10,5,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98334.79
2024-12-06 03:15:00.029588,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,95,81,91,89,89,80,72,89,66,85,65,50,67,56,42,37,25,9,15,10,5,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98335.32
2024-12-06 03:16:00.621529,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,95,81,91,89,89,80,72,89,66,85,65,50,67,56,42,37,25,9,15,10,5,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98453.42
2024-12-06 03:17:00.425464,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,95,81,91,89,89,80,72,89,66,85,65,50,67,56,42,37,25,9,15,10,5,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98453.53
2024-12-06 03:18:00.143159,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,95,81,91,89,89,80,72,89,66,85,65,50,67,56,42,37,25,9,15,10,5,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98411.04
2024-12-06 03:19:00.650138,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,95,81,91,89,89,80,72,89,66,85,65,50,67,56,42,37,25,9,15,10,5,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98444.01
2024-12-06 03:20:00.476077,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,95,81,91,89,89,80,72,89,66,85,65,50,67,56,42,37,25,9,15,10,5,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98519.33
2024-12-06 03:21:00.763471,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,95,81,91,89,89,80,72,89,66,85,65,50,67,56,42,37,25,9,15,10,5,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98649.63
2024-12-06 03:22:00.225895,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,95,81,91,89,89,80,72,89,66,85,65,50,67,56,42,37,25,9,15,10,5,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98645.59
2024-12-06 03:23:00.072746,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,95,81,91,89,89,80,72,89,66,85,65,50,67,56,42,37,25,9,15,10,5,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98573.65
2024-12-06 03:24:00.458749,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,95,81,91,89,89,80,72,89,66,85,65,50,67,56,42,37,25,9,15,10,5,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98538.17
2024-12-06 03:25:00.408478,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,95,81,91,89,89,80,72,89,66,85,65,50,67,56,42,37,25,9,15,10,5,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98588.56
2024-12-06 03:26:00.667408,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,95,81,91,89,89,80,72,89,66,85,65,50,67,56,42,37,25,9,15,10,5,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98575.44
2024-12-06 03:27:00.437670,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,95,81,91,89,89,80,72,89,66,85,65,50,67,56,42,37,25,9,15,10,5,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98548.38
2024-12-06 03:28:00.850277,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,95,81,91,89,89,80,72,89,66,85,65,50,67,56,42,37,25,9,15,10,5,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98600.45
2024-12-06 03:29:00.627312,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,95,81,91,89,89,80,72,89,66,85,65,50,67,56,42,37,25,9,15,10,5,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98661.21
2024-12-06 03:30:00.039336,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,95,81,91,89,89,80,72,89,66,85,65,50,67,56,42,35,25,9,15,10,5,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98665.22
2024-12-06 03:31:00.439735,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,95,81,91,89,89,80,72,89,66,85,65,50,67,56,42,35,25,9,15,10,5,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98589.37
2024-12-06 03:32:00.117644,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,95,81,91,89,89,80,72,89,66,85,65,50,67,56,42,35,25,9,15,10,5,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98636.33
2024-12-06 03:33:00.490133,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,95,81,91,89,89,80,72,89,66,85,65,50,67,56,42,35,25,9,15,10,5,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98600.56
2024-12-06 03:34:00.986324,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,95,81,91,89,89,80,72,89,66,85,65,50,67,56,42,35,25,9,15,10,5,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98572.71
2024-12-06 03:35:00.617701,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,95,81,91,89,89,80,72,89,66,85,65,50,67,56,42,35,25,9,15,10,5,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98575.92
2024-12-06 03:36:00.228565,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,95,81,91,89,89,80,72,89,66,85,65,50,67,56,42,35,25,9,15,10,5,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98703.6
2024-12-06 03:37:00.369480,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,95,81,91,89,89,80,72,89,66,85,65,50,67,56,42,35,25,9,15,10,5,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98661.88
2024-12-06 03:38:00.922719,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,95,81,91,89,89,80,72,89,66,85,65,50,67,56,42,35,25,9,15,10,5,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98694.38
2024-12-06 03:39:00.293888,82,75,34,57,47,52,53,52,71,74,73,58,62,91,91,95,81,91,89,89,80,72,89,66,85,65,50,67,56,42,35,25,9,15,10,5,6,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,6,6,6,6,5,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98668.32
