time,BTC,KXBTCD-24DEC0617-T83749.99,KXBTCD-24DEC0617-T84249.99,KXBTCD-24DEC0617-T84749.99,KXBTCD-24DEC0617-T85249.99,KXBTCD-24DEC0617-T85749.99,KXBTCD-24DEC0617-T86249.99,KXBTCD-24DEC0617-T86749.99,KXBTCD-24DEC0617-T87249.99,KXBTCD-24DEC0617-T87749.99,KXBTCD-24DEC0617-T88249.99,KXBTCD-24DEC0617-T88749.99,KXBTCD-24DEC0617-T89249.99,KXBTCD-24DEC0617-T89749.99,KXBTCD-24DEC0617-T90249.99,KXBTCD-24DEC0617-T90749.99,KXBTCD-24DEC0617-T91249.99,KXBTCD-24DEC0617-T91749.99,KXBTCD-24DEC0617-T92249.99,KXBTCD-24DEC0617-T92749.99,KXBTCD-24DEC0617-T93249.99,KXBTCD-24DEC0617-T93749.99,KXBTCD-24DEC0617-T94249.99,KXBTCD-24DEC0617-T94749.99,KXBTCD-24DEC0617-T95249.99,KXBTCD-24DEC0617-T95749.99,KXBTCD-24DEC0617-T96249.99,KXBTCD-24DEC0617-T96749.99,KXBTCD-24DEC0617-T97249.99,KXBTCD-24DEC0617-T97749.99,KXBTCD-24DEC0617-T98249.99,KXBTCD-24DEC0617-T98749.99,KXBTCD-24DEC0617-T99249.99,KXBTCD-24DEC0617-T99749.99,KXBTCD-24DEC0617-T100249.99,KXBTCD-24DEC0617-T100749.99,KXBTCD-24DEC0617-T101249.99,KXBTCD-24DEC0617-T101749.99,KXBTCD-24DEC0617-T102249.99,KXBTCD-24DEC0617-T102749.99,KXBTCD-24DEC0617-T103249.99,KXBTCD-24DEC0617-T103749.99,KXBTCD-24DEC0617-T104249.99,KXBTCD-24DEC0617-T104749.99,KXBTCD-24DEC0617-T105249.99,KXBTCD-24DEC0617-T105749.99,KXBTCD-24DEC0617-T106249.99,KXBTCD-24DEC0617-T106749.99,KXBTCD-24DEC0617-T107249.99,KXBTCD-24DEC0617-T107749.99,KXBTCD-24DEC0617-T108249.99,KXBTC-24DEC0617-T93000,KXBTC-24DEC0617-B93250,KXBTC-24DEC0617-B93750,KXBTC-24DEC0617-B94250,KXBTC-24DEC0617-B94750,KXBTC-24DEC0617-B95250,KXBTC-24DEC0617-B95750,KXBTC-24DEC0617-B96250,KXBTC-24DEC0617-B96750,KXBTC-24DEC0617-B97250,KXBTC-24DEC0617-B97750,KXBTC-24DEC0617-B98250,KXBTC-24DEC0617-B98750,KXBTC-24DEC0617-B99250,KXBTC-24DEC0617-B99750,KXBTC-24DEC0617-B100250,KXBTC-24DEC0617-B100750,KXBTC-24DEC0617-B101250,KXBTC-24DEC0617-B101750,KXBTC-24DEC0617-B102250,KXBTC-24DEC0617-B102750,KXBTC-24DEC0617-B103250,KXBTC-24DEC0617-B103750,KXBTC-24DEC0617-B104250,KXBTC-24DEC0617-B104750,KXBTC-24DEC0617-B105250,KXBTC-24DEC0617-B105750,KXBTC-24DEC0617-B106250,KXBTC-24DEC0617-B106750,KXBTC-24DEC0617-B107250,KXBTC-24DEC0617-B107750,KXBTC-24DEC0617-B108250,KXBTC-24DEC0617-B108750,KXBTC-24DEC0617-B109250,KXBTC-24DEC0617-B109750,KXBTC-24DEC0617-B110250,KXBTC-24DEC0617-B110750,KXBTC-24DEC0617-B111250,KXBTC-24DEC0617-B111750,KXBTC-24DEC0617-T111999.99
2024-12-06 05:13:00.053108,97849.11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 05:14:00.492780,97939.14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 05:15:00.966195,97950.02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 05:16:00.457073,98086.82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 05:17:00.726520,98043.02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 05:18:00.592315,98005.57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 05:19:00.139290,97879.39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 05:20:00.456479,97880.93,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 05:21:00.057197,97864.44,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 05:22:00.691523,97889.28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 05:23:00.336428,97868.69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 05:24:00.731022,97777.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 05:25:00.433907,97910.97,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 05:26:00.940517,97817.36,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 05:27:00.471698,97870.57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 05:28:00.681400,97963.59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 05:29:00.187846,98064.92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 05:30:00.598761,98002.11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 05:31:00.288500,97978.85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 05:32:00.835044,97949.49,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 05:33:00.250098,97912.92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 05:34:00.471089,97890.16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 05:35:00.561052,97954.65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 05:36:00.094930,98100.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 05:37:00.492027,98117.67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 05:39:00.076787,98077.28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 05:40:00.569362,98066.17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 05:41:00.053675,98088.73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 05:42:00.329229,98112.33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 05:43:00.420934,98099.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 05:44:00.821486,98051.59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 05:45:00.595494,98073.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 05:46:00.984733,98105.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 05:47:00.523747,98121.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 05:48:00.187997,98205.88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 05:49:00.770056,98212.93,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 05:50:00.507077,98220.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 05:51:00.776708,98230.94,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 05:52:00.645607,98195.24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 05:53:00.248723,98190.79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,15,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 05:54:00.955759,98222.47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,15,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 05:55:00.445183,98167.11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,15,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 05:57:00.087755,98201.33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,15,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 05:58:00.727433,98206.35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,15,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 05:59:00.764258,98239.88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,15,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 06:00:00.263870,98214.47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,15,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 06:01:00.945343,98211.87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,15,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 06:02:00.533224,98293.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,15,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 06:03:00.576464,98287.82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,15,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 06:04:00.418226,98388.83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,15,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 06:05:00.621038,98278.67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,15,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 06:06:00.140966,98330.13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,15,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 06:07:00.971432,98372.15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,15,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 06:08:00.449572,98308.48,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,15,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 06:09:00.047842,98288.71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,15,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 06:10:00.691274,98244.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,15,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 06:11:00.137456,98221.87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,15,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 06:12:00.710357,98075.83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,15,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 06:13:00.376647,98041.02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,15,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 06:14:00.011223,98088.27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,15,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 06:15:00.516992,98123.02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,15,20,20,36,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
