time,BTC,KXBTCD-24DEC0617-T83749.99,KXBTCD-24DEC0617-T84249.99,KXBTCD-24DEC0617-T84749.99,KXBTCD-24DEC0617-T85249.99,KXBTCD-24DEC0617-T85749.99,KXBTCD-24DEC0617-T86249.99,KXBTCD-24DEC0617-T86749.99,KXBTCD-24DEC0617-T87249.99,KXBTCD-24DEC0617-T87749.99,KXBTCD-24DEC0617-T88249.99,KXBTCD-24DEC0617-T88749.99,KXBTCD-24DEC0617-T89249.99,KXBTCD-24DEC0617-T89749.99,KXBTCD-24DEC0617-T90249.99,KXBTCD-24DEC0617-T90749.99,KXBTCD-24DEC0617-T91249.99,KXBTCD-24DEC0617-T91749.99,KXBTCD-24DEC0617-T92249.99,KXBTCD-24DEC0617-T92749.99,KXBTCD-24DEC0617-T93249.99,KXBTCD-24DEC0617-T93749.99,KXBTCD-24DEC0617-T94249.99,KXBTCD-24DEC0617-T94749.99,KXBTCD-24DEC0617-T95249.99,KXBTCD-24DEC0617-T95749.99,KXBTCD-24DEC0617-T96249.99,KXBTCD-24DEC0617-T96749.99,KXBTCD-24DEC0617-T97249.99,KXBTCD-24DEC0617-T97749.99,KXBTCD-24DEC0617-T98249.99,KXBTCD-24DEC0617-T98749.99,KXBTCD-24DEC0617-T99249.99,KXBTCD-24DEC0617-T99749.99,KXBTCD-24DEC0617-T100249.99,KXBTCD-24DEC0617-T100749.99,KXBTCD-24DEC0617-T101249.99,KXBTCD-24DEC0617-T101749.99,KXBTCD-24DEC0617-T102249.99,KXBTCD-24DEC0617-T102749.99,KXBTCD-24DEC0617-T103249.99,KXBTCD-24DEC0617-T103749.99,KXBTCD-24DEC0617-T104249.99,KXBTCD-24DEC0617-T104749.99,KXBTCD-24DEC0617-T105249.99,KXBTCD-24DEC0617-T105749.99,KXBTCD-24DEC0617-T106249.99,KXBTCD-24DEC0617-T106749.99,KXBTCD-24DEC0617-T107249.99,KXBTCD-24DEC0617-T107749.99,KXBTCD-24DEC0617-T108249.99,KXBTC-24DEC0617-T93000,KXBTC-24DEC0617-B93250,KXBTC-24DEC0617-B93750,KXBTC-24DEC0617-B94250,KXBTC-24DEC0617-B94750,KXBTC-24DEC0617-B95250,KXBTC-24DEC0617-B95750,KXBTC-24DEC0617-B96250,KXBTC-24DEC0617-B96750,KXBTC-24DEC0617-B97250,KXBTC-24DEC0617-B97750,KXBTC-24DEC0617-B98250,KXBTC-24DEC0617-B98750,KXBTC-24DEC0617-B99250,KXBTC-24DEC0617-B99750,KXBTC-24DEC0617-B100250,KXBTC-24DEC0617-B100750,KXBTC-24DEC0617-B101250,KXBTC-24DEC0617-B101750,KXBTC-24DEC0617-B102250,KXBTC-24DEC0617-B102750,KXBTC-24DEC0617-B103250,KXBTC-24DEC0617-B103750,KXBTC-24DEC0617-B104250,KXBTC-24DEC0617-B104750,KXBTC-24DEC0617-B105250,KXBTC-24DEC0617-B105750,KXBTC-24DEC0617-B106250,KXBTC-24DEC0617-B106750,KXBTC-24DEC0617-B107250,KXBTC-24DEC0617-B107750,KXBTC-24DEC0617-B108250,KXBTC-24DEC0617-B108750,KXBTC-24DEC0617-B109250,KXBTC-24DEC0617-B109750,KXBTC-24DEC0617-B110250,KXBTC-24DEC0617-B110750,KXBTC-24DEC0617-B111250,KXBTC-24DEC0617-B111750,KXBTC-24DEC0617-T111999.99
2024-12-06 02:49:00.524057,98032.66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,25,27,43,51,62,70,76,81,84,86,88,90,74,50,70,50,83,51,98,98,99,99,96,81,94,96,94,93,94,92,91,90,91,86,89,91,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 02:50:00.252334,98044.68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,25,27,43,51,62,70,76,81,84,86,88,90,74,50,70,50,83,51,98,98,99,99,96,81,94,96,94,93,94,92,91,90,91,86,89,91,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 02:51:00.967473,98107.37,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,25,27,44,51,61,70,76,81,84,86,88,90,74,50,70,50,83,51,98,98,99,99,96,81,94,96,94,93,94,92,91,90,91,86,89,91,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 02:52:00.845007,98117.35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,25,27,43,50,61,69,76,81,84,86,88,89,74,50,70,50,83,51,98,98,99,99,96,81,94,96,94,93,94,92,91,90,91,86,89,91,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 02:53:00.140697,98193.77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,27,43,48,60,68,75,80,84,86,88,89,74,50,70,50,83,51,98,98,99,99,96,81,94,96,94,93,94,92,91,90,91,86,89,91,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 02:54:00.474677,98163.44,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,27,43,49,60,69,75,80,84,86,88,89,74,50,70,50,83,51,98,98,99,99,96,81,94,96,94,93,94,92,91,90,91,86,89,91,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 02:55:00.081089,98172.09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,27,43,49,60,69,75,80,84,86,88,89,74,50,70,50,83,51,98,98,99,99,96,81,94,96,94,93,94,92,91,90,91,86,89,91,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 02:56:00.482695,98178.41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,27,43,49,60,69,75,80,84,86,88,89,74,50,70,50,83,51,98,98,99,99,96,81,94,96,94,93,94,92,91,90,91,86,89,91,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 02:57:00.975882,98203.03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,27,43,48,60,68,75,80,84,86,88,89,74,50,70,50,83,51,98,98,99,99,96,81,94,96,94,93,94,92,91,90,91,86,86,91,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 02:58:00.927981,98214.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,27,43,48,60,68,75,80,84,86,88,89,74,50,70,50,83,51,98,98,99,99,96,81,94,96,94,93,94,92,91,90,91,86,86,91,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 02:59:00.727131,98154.36,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,22,43,50,60,69,76,81,84,86,88,90,74,50,70,50,83,51,98,98,99,99,96,81,94,96,94,93,94,92,91,90,91,86,86,91,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 03:00:00.138079,98215.58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,43,49,60,69,76,81,84,86,88,90,74,50,70,50,83,51,98,98,99,99,96,81,94,96,94,93,94,92,91,90,91,86,87,91,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 03:01:00.719499,98296.19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,43,48,50,57,54,58,60,63,65,65,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 03:02:00.153536,98254.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,43,48,50,57,54,58,60,63,65,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 03:03:00.471875,98270.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,43,48,50,57,54,58,60,63,65,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 03:04:00.714915,98313.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,43,48,50,57,54,58,60,63,65,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 03:05:00.243798,98298.39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,43,48,50,57,54,58,60,63,65,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 03:06:00.570299,98286.19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,43,48,50,57,54,58,60,63,65,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 03:07:00.082165,98323.17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,43,48,50,57,54,58,60,63,65,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 03:08:00.444598,98288.24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,43,48,50,57,54,58,60,63,65,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 03:09:00.365414,98294.52,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,43,48,50,57,54,58,60,63,65,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 03:10:00.815223,98308.84,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,43,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 03:11:00.183053,98278.06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,43,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 03:12:00.681625,98205.32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,43,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 03:13:00.226474,98145.53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,43,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 03:14:00.696798,98334.79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,43,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 03:15:00.029588,98335.32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,43,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 03:16:00.621529,98453.42,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,43,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 03:17:00.425466,98453.53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,43,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 03:18:00.143160,98411.04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,43,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 03:19:00.650142,98444.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,43,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 03:20:00.476078,98519.33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,43,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 03:21:00.763472,98649.63,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,43,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 03:22:00.225896,98645.59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,43,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 03:23:00.072747,98573.65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,43,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 03:24:00.458753,98538.17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,43,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 03:25:00.408478,98588.56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,43,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 03:26:00.667409,98575.44,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,43,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 03:27:00.437673,98548.38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,43,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 03:28:00.850280,98600.45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,43,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 03:29:00.627313,98661.21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,43,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
2024-12-06 03:30:00.039336,98665.22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,8,6,6,8,10,17,20,20,43,48,50,57,54,58,60,6,51,64,74,50,70,50,83,51,98,98,99,99,96,80,94,96,94,93,94,92,91,90,91,86,87,90,91,91,92,93,94,95,96,96,97,96,96,96,81,96,96,80,81,81,81,81,81,81,81,81,81,81,96
